POSITION_GROUP,PTS,GAME_ID,GAME_DATE,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_ABBREVIATION,ROLLING_AVG_PTS,GAMES_PLAYED,PTS_DIFF
C,22,0022300078,2023-10-27,1610612743,DEN,1610612763,MEM,22.0,1,0.0
F,19,0022300078,2023-10-27,1610612743,DEN,1610612763,MEM,19.0,1,0.0
G,67,0022300078,2023-10-27,1610612743,DEN,1610612763,MEM,67.0,1,0.0
C,8,0022300087,2023-10-27,1610612744,GSW,1610612758,SAC,8.0,1,0.0
C,8,0022300087,2023-10-27,1610612744,GSW,1610612758,SAC,8.0,2,0.0
F,29,0022300087,2023-10-27,1610612744,GSW,1610612758,SAC,29.0,1,0.0
F,29,0022300087,2023-10-27,1610612744,GSW,1610612758,SAC,29.0,2,0.0
G,85,0022300087,2023-10-27,1610612744,GSW,1610612758,SAC,85.0,1,0.0
G,85,0022300087,2023-10-27,1610612744,GSW,1610612758,SAC,85.0,2,0.0
C,25,0022300083,2023-10-27,1610612745,HOU,1610612759,SAS,25.0,1,0.0
C,25,0022300083,2023-10-27,1610612745,HOU,1610612759,SAS,25.0,2,0.0
F,30,0022300083,2023-10-27,1610612745,HOU,1610612759,SAS,30.0,1,0.0
F,30,0022300083,2023-10-27,1610612745,HOU,1610612759,SAS,30.0,2,0.0
G,63,0022300083,2023-10-27,1610612745,HOU,1610612759,SAS,63.0,1,0.0
G,63,0022300083,2023-10-27,1610612745,HOU,1610612759,SAS,63.0,2,0.0
C,6,0022300085,2023-10-27,1610612746,LAC,1610612762,UTA,6.0,1,0.0
F,29,0022300085,2023-10-27,1610612746,LAC,1610612762,UTA,29.0,1,0.0
G,80,0022300085,2023-10-27,1610612746,LAC,1610612762,UTA,80.0,1,0.0
C,27,0022300080,2023-10-27,1610612748,MIA,1610612738,BOS,27.0,1,0.0
C,27,0022300080,2023-10-27,1610612748,MIA,1610612738,BOS,27.0,2,0.0
C,19,0022300093,2023-10-28,1610612748,MIA,1610612750,MIN,23.78405315614618,1,-4.784053156146179
C,19,0022300093,2023-10-28,1610612748,MIA,1610612750,MIN,22.207920792079207,2,-3.207920792079207
F,23,0022300080,2023-10-27,1610612748,MIA,1610612738,BOS,23.0,1,0.0
F,23,0022300080,2023-10-27,1610612748,MIA,1610612738,BOS,23.0,2,0.0
F,15,0022300093,2023-10-28,1610612748,MIA,1610612750,MIN,19.78405315614618,1,-4.784053156146179
F,15,0022300093,2023-10-28,1610612748,MIA,1610612750,MIN,18.207920792079207,2,-3.207920792079207
G,61,0022300080,2023-10-27,1610612748,MIA,1610612738,BOS,61.0,1,0.0
G,61,0022300080,2023-10-27,1610612748,MIA,1610612738,BOS,61.0,2,0.0
G,46,0022300093,2023-10-28,1610612748,MIA,1610612750,MIN,54.970099667774086,1,-8.970099667774086
G,46,0022300093,2023-10-28,1610612748,MIA,1610612750,MIN,52.01485148514851,2,-6.014851485148512
C,14,0022300093,2023-10-28,1610612750,MIN,1610612748,MIA,14.0,1,0.0
C,14,0022300093,2023-10-28,1610612750,MIN,1610612748,MIA,14.0,2,0.0
F,17,0022300093,2023-10-28,1610612750,MIN,1610612748,MIA,17.0,1,0.0
F,17,0022300093,2023-10-28,1610612750,MIN,1610612748,MIA,17.0,2,0.0
G,72,0022300093,2023-10-28,1610612750,MIN,1610612748,MIA,72.0,1,0.0
G,72,0022300093,2023-10-28,1610612750,MIN,1610612748,MIA,72.0,2,0.0
C,7,0022300079,2023-10-27,1610612752,NYK,1610612737,ATL,7.0,1,0.0
C,7,0022300079,2023-10-27,1610612752,NYK,1610612737,ATL,7.0,2,0.0
F,43,0022300079,2023-10-27,1610612752,NYK,1610612737,ATL,43.0,1,0.0
F,43,0022300079,2023-10-27,1610612752,NYK,1610612737,ATL,43.0,2,0.0
G,68,0022300079,2023-10-27,1610612752,NYK,1610612737,ATL,68.0,1,0.0
G,68,0022300079,2023-10-27,1610612752,NYK,1610612737,ATL,68.0,2,0.0
C,8,0022300086,2023-10-27,1610612753,ORL,1610612757,POR,8.0,1,0.0
C,8,0022300086,2023-10-27,1610612753,ORL,1610612757,POR,8.0,2,0.0
F,37,0022300086,2023-10-27,1610612753,ORL,1610612757,POR,37.0,1,0.0
F,37,0022300086,2023-10-27,1610612753,ORL,1610612757,POR,37.0,2,0.0
G,57,0022300086,2023-10-27,1610612753,ORL,1610612757,POR,57.0,1,0.0
G,57,0022300086,2023-10-27,1610612753,ORL,1610612757,POR,57.0,2,0.0
C,20,0022300091,2023-10-28,1610612754,IND,1610612739,CLE,20.0,1,0.0
F,17,0022300091,2023-10-28,1610612754,IND,1610612739,CLE,17.0,1,0.0
G,88,0022300091,2023-10-28,1610612754,IND,1610612739,CLE,88.0,1,0.0
C,10,0022300094,2023-10-28,1610612756,PHX,1610612762,UTA,10.0,1,0.0
C,10,0022300094,2023-10-28,1610612756,PHX,1610612762,UTA,10.0,2,0.0
F,33,0022300094,2023-10-28,1610612756,PHX,1610612762,UTA,33.0,1,0.0
F,33,0022300094,2023-10-28,1610612756,PHX,1610612762,UTA,33.0,2,0.0
G,75,0022300094,2023-10-28,1610612756,PHX,1610612762,UTA,75.0,1,0.0
G,75,0022300094,2023-10-28,1610612756,PHX,1610612762,UTA,75.0,2,0.0
C,14,0022300086,2023-10-27,1610612757,POR,1610612753,ORL,14.0,1,0.0
C,14,0022300086,2023-10-27,1610612757,POR,1610612753,ORL,14.0,2,0.0
F,15,0022300086,2023-10-27,1610612757,POR,1610612753,ORL,15.0,1,0.0
F,15,0022300086,2023-10-27,1610612757,POR,1610612753,ORL,15.0,2,0.0
G,57,0022300086,2023-10-27,1610612757,POR,1610612753,ORL,57.0,1,0.0
G,57,0022300086,2023-10-27,1610612757,POR,1610612753,ORL,57.0,2,0.0
C,19,0022300087,2023-10-27,1610612758,SAC,1610612744,GSW,19.0,1,0.0
C,19,0022300087,2023-10-27,1610612758,SAC,1610612744,GSW,19.0,2,0.0
F,26,0022300087,2023-10-27,1610612758,SAC,1610612744,GSW,26.0,1,0.0
F,26,0022300087,2023-10-27,1610612758,SAC,1610612744,GSW,26.0,2,0.0
G,69,0022300087,2023-10-27,1610612758,SAC,1610612744,GSW,69.0,1,0.0
G,69,0022300087,2023-10-27,1610612758,SAC,1610612744,GSW,69.0,2,0.0
C,9,0022300083,2023-10-27,1610612759,SAS,1610612745,HOU,9.0,1,0.0
C,9,0022300083,2023-10-27,1610612759,SAS,1610612745,HOU,9.0,2,0.0
F,41,0022300083,2023-10-27,1610612759,SAS,1610612745,HOU,41.0,1,0.0
F,41,0022300083,2023-10-27,1610612759,SAS,1610612745,HOU,41.0,2,0.0
G,76,0022300083,2023-10-27,1610612759,SAS,1610612745,HOU,76.0,1,0.0
G,76,0022300083,2023-10-27,1610612759,SAS,1610612745,HOU,76.0,2,0.0
C,16,0022300081,2023-10-27,1610612760,OKC,1610612739,CLE,16.0,1,0.0
F,39,0022300081,2023-10-27,1610612760,OKC,1610612739,CLE,39.0,1,0.0
G,50,0022300081,2023-10-27,1610612760,OKC,1610612739,CLE,50.0,1,0.0
C,8,0022300082,2023-10-27,1610612761,TOR,1610612741,CHI,8.0,1,0.0
F,40,0022300082,2023-10-27,1610612761,TOR,1610612741,CHI,40.0,1,0.0
G,55,0022300082,2023-10-27,1610612761,TOR,1610612741,CHI,55.0,1,0.0
C,7,0022300085,2023-10-27,1610612762,UTA,1610612746,LAC,7.0,1,0.0
C,2,0022300094,2023-10-28,1610612762,UTA,1610612756,PHX,4.25,1,-2.25
C,2,0022300094,2023-10-28,1610612762,UTA,1610612756,PHX,3.3455149501661126,2,-1.3455149501661126
F,48,0022300085,2023-10-27,1610612762,UTA,1610612746,LAC,48.0,1,0.0
F,30,0022300094,2023-10-28,1610612762,UTA,1610612756,PHX,38.099999999999994,1,-8.099999999999994
F,30,0022300094,2023-10-28,1610612762,UTA,1610612756,PHX,34.843853820598,2,-4.8438538205979995
G,65,0022300085,2023-10-27,1610612762,UTA,1610612746,LAC,65.0,1,0.0
G,63,0022300094,2023-10-28,1610612762,UTA,1610612756,PHX,63.9,1,-0.8999999999999986
G,63,0022300094,2023-10-28,1610612762,UTA,1610612756,PHX,63.538205980066444,2,-0.5382059800664436
C,13,0022300078,2023-10-27,1610612763,MEM,1610612743,DEN,13.0,1,0.0
C,8,0022300089,2023-10-28,1610612763,MEM,1610612764,WAS,10.25,1,-2.25
F,32,0022300078,2023-10-27,1610612763,MEM,1610612743,DEN,32.0,1,0.0
F,32,0022300089,2023-10-28,1610612763,MEM,1610612764,WAS,32.0,1,0.0
G,59,0022300078,2023-10-27,1610612763,MEM,1610612743,DEN,59.0,1,0.0
G,66,0022300089,2023-10-28,1610612763,MEM,1610612764,WAS,62.85,1,3.1499999999999986
C,10,0022300089,2023-10-28,1610612764,WAS,1610612763,MEM,10.0,1,0.0
F,31,0022300089,2023-10-28,1610612764,WAS,1610612763,MEM,31.0,1,0.0
G,65,0022300089,2023-10-28,1610612764,WAS,1610612763,MEM,65.0,1,0.0
