POSITION_GROUP,PTS,GAME_ID,GAME_DATE,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_ABBREVIATION,ROLLING_AVG_PTS,GAMES_PLAYED,PTS_DIFF
F,25,0022300111,2023-10-30,1610612753,ORL,1610612747,LAL,25.0,2,0.0
G,60,0022300111,2023-10-30,1610612753,ORL,1610612747,LAL,60.0,1,0.0
G,60,0022300111,2023-10-30,1610612753,ORL,1610612747,LAL,60.0,2,0.0
C,20,0022300102,2023-10-30,1610612754,IND,1610612741,CHI,20.0,1,0.0
C,20,0022300102,2023-10-30,1610612754,IND,1610612741,CHI,20.0,2,0.0
F,21,0022300102,2023-10-30,1610612754,IND,1610612741,CHI,21.0,1,0.0
F,21,0022300102,2023-10-30,1610612754,IND,1610612741,CHI,21.0,2,0.0
G,64,0022300102,2023-10-30,1610612754,IND,1610612741,CHI,64.0,1,0.0
G,64,0022300102,2023-10-30,1610612754,IND,1610612741,CHI,64.0,2,0.0
C,10,0022300105,2023-10-30,1610612757,POR,1610612761,TOR,10.0,1,0.0
C,10,0022300105,2023-10-30,1610612757,POR,1610612761,TOR,10.0,2,0.0
F,31,0022300105,2023-10-30,1610612757,POR,1610612761,TOR,31.0,1,0.0
F,31,0022300105,2023-10-30,1610612757,POR,1610612761,TOR,31.0,2,0.0
G,53,0022300105,2023-10-30,1610612757,POR,1610612761,TOR,53.0,1,0.0
G,53,0022300105,2023-10-30,1610612757,POR,1610612761,TOR,53.0,2,0.0
C,14,0022300109,2023-10-30,1610612760,OKC,1610612765,DET,14.0,1,0.0
F,26,0022300109,2023-10-30,1610612760,OKC,1610612765,DET,26.0,1,0.0
G,84,0022300109,2023-10-30,1610612760,OKC,1610612765,DET,84.0,1,0.0
C,14,0022300105,2023-10-30,1610612761,TOR,1610612757,POR,14.0,1,0.0
C,14,0022300105,2023-10-30,1610612761,TOR,1610612757,POR,14.0,2,0.0
F,30,0022300105,2023-10-30,1610612761,TOR,1610612757,POR,30.0,1,0.0
F,30,0022300105,2023-10-30,1610612761,TOR,1610612757,POR,30.0,2,0.0
G,47,0022300105,2023-10-30,1610612761,TOR,1610612757,POR,47.0,1,0.0
G,47,0022300105,2023-10-30,1610612761,TOR,1610612757,POR,47.0,2,0.0
C,22,0022300110,2023-10-30,1610612762,UTA,1610612743,DEN,22.0,1,0.0
C,22,0022300110,2023-10-30,1610612762,UTA,1610612743,DEN,22.0,2,0.0
F,42,0022300110,2023-10-30,1610612762,UTA,1610612743,DEN,42.0,1,0.0
F,42,0022300110,2023-10-30,1610612762,UTA,1610612743,DEN,42.0,2,0.0
G,38,0022300110,2023-10-30,1610612762,UTA,1610612743,DEN,38.0,1,0.0
G,38,0022300110,2023-10-30,1610612762,UTA,1610612743,DEN,38.0,2,0.0
C,6,0022300106,2023-10-30,1610612763,MEM,1610612742,DAL,6.0,1,0.0
C,6,0022300106,2023-10-30,1610612763,MEM,1610612742,DAL,6.0,2,0.0
F,38,0022300106,2023-10-30,1610612763,MEM,1610612742,DAL,38.0,1,0.0
F,38,0022300106,2023-10-30,1610612763,MEM,1610612742,DAL,38.0,2,0.0
G,66,0022300106,2023-10-30,1610612763,MEM,1610612742,DAL,66.0,1,0.0
G,66,0022300106,2023-10-30,1610612763,MEM,1610612742,DAL,66.0,2,0.0
C,21,0022300103,2023-10-30,1610612764,WAS,1610612738,BOS,21.0,1,0.0
C,21,0022300103,2023-10-30,1610612764,WAS,1610612738,BOS,21.0,2,0.0
F,20,0022300103,2023-10-30,1610612764,WAS,1610612738,BOS,20.0,1,0.0
F,20,0022300103,2023-10-30,1610612764,WAS,1610612738,BOS,20.0,2,0.0
G,60,0022300103,2023-10-30,1610612764,WAS,1610612738,BOS,60.0,1,0.0
G,60,0022300103,2023-10-30,1610612764,WAS,1610612738,BOS,60.0,2,0.0
C,8,0022300109,2023-10-30,1610612765,DET,1610612760,OKC,8.0,1,0.0
F,27,0022300109,2023-10-30,1610612765,DET,1610612760,OKC,27.0,1,0.0
G,77,0022300109,2023-10-30,1610612765,DET,1610612760,OKC,77.0,1,0.0
C,18,0022300101,2023-10-30,1610612766,CHA,1610612751,BKN,18.0,1,0.0
C,18,0022300101,2023-10-30,1610612766,CHA,1610612751,BKN,18.0,2,0.0
F,30,0022300101,2023-10-30,1610612766,CHA,1610612751,BKN,30.0,1,0.0
F,30,0022300101,2023-10-30,1610612766,CHA,1610612751,BKN,30.0,2,0.0
G,73,0022300101,2023-10-30,1610612766,CHA,1610612751,BKN,73.0,1,0.0
G,73,0022300101,2023-10-30,1610612766,CHA,1610612751,BKN,73.0,2,0.0
