POSITION_GROUP,PTS,GAME_ID,GAME_DATE,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_ABBREVIATION,ROLLING_AVG_PTS,GAMES_PLAYED,PTS_DIFF
G,70,0022300067,2023-10-25,1610612751,BKN,1610612739,CLE,70.0,1,0.0
G,58,0022300084,2023-10-27,1610612751,BKN,1610612742,DAL,63.4,1,-5.399999999999999
G,58,0022300084,2023-10-27,1610612751,BKN,1610612742,DAL,61.229235880398676,2,-3.229235880398676
C,2,0022300065,2023-10-25,1610612752,NYK,1610612738,BOS,2.0,1,0.0
F,38,0022300065,2023-10-25,1610612752,NYK,1610612738,BOS,38.0,1,0.0
G,64,0022300065,2023-10-25,1610612752,NYK,1610612738,BOS,64.0,1,0.0
C,11,0022300064,2023-10-25,1610612754,IND,1610612764,WAS,11.0,1,0.0
F,29,0022300064,2023-10-25,1610612754,IND,1610612764,WAS,29.0,1,0.0
G,90,0022300064,2023-10-25,1610612754,IND,1610612764,WAS,90.0,1,0.0
C,24,0022300075,2023-10-26,1610612755,PHI,1610612749,MIL,24.0,1,0.0
C,24,0022300075,2023-10-26,1610612755,PHI,1610612749,MIL,24.0,2,0.0
F,20,0022300075,2023-10-26,1610612755,PHI,1610612749,MIL,20.0,1,0.0
F,20,0022300075,2023-10-26,1610612755,PHI,1610612749,MIL,20.0,2,0.0
G,70,0022300075,2023-10-26,1610612755,PHI,1610612749,MIL,70.0,1,0.0
G,70,0022300075,2023-10-26,1610612755,PHI,1610612749,MIL,70.0,2,0.0
C,4,0022300076,2023-10-26,1610612756,PHX,1610612747,LAL,4.0,1,0.0
C,4,0022300076,2023-10-26,1610612756,PHX,1610612747,LAL,4.0,2,0.0
F,49,0022300076,2023-10-26,1610612756,PHX,1610612747,LAL,49.0,1,0.0
F,49,0022300076,2023-10-26,1610612756,PHX,1610612747,LAL,49.0,2,0.0
G,42,0022300076,2023-10-26,1610612756,PHX,1610612747,LAL,42.0,1,0.0
G,42,0022300076,2023-10-26,1610612756,PHX,1610612747,LAL,42.0,2,0.0
C,4,0022300074,2023-10-25,1610612757,POR,1610612746,LAC,4.0,1,0.0
F,21,0022300074,2023-10-25,1610612757,POR,1610612746,LAC,21.0,1,0.0
G,80,0022300074,2023-10-25,1610612757,POR,1610612746,LAC,80.0,1,0.0
C,14,0022300073,2023-10-25,1610612759,SAS,1610612742,DAL,14.0,1,0.0
F,32,0022300073,2023-10-25,1610612759,SAS,1610612742,DAL,32.0,1,0.0
G,73,0022300073,2023-10-25,1610612759,SAS,1610612742,DAL,73.0,1,0.0
C,11,0022300070,2023-10-25,1610612760,OKC,1610612741,CHI,11.0,1,0.0
C,16,0022300081,2023-10-27,1610612760,OKC,1610612739,CLE,13.75,1,2.25
F,24,0022300070,2023-10-25,1610612760,OKC,1610612741,CHI,24.0,1,0.0
F,39,0022300081,2023-10-27,1610612760,OKC,1610612739,CLE,32.25,1,6.75
G,83,0022300070,2023-10-25,1610612760,OKC,1610612741,CHI,83.0,1,0.0
G,50,0022300081,2023-10-27,1610612760,OKC,1610612739,CLE,64.85,1,-14.849999999999994
C,7,0022300069,2023-10-25,1610612761,TOR,1610612750,MIN,7.0,1,0.0
C,8,0022300082,2023-10-27,1610612761,TOR,1610612741,CHI,7.55,1,0.4500000000000002
F,35,0022300069,2023-10-25,1610612761,TOR,1610612750,MIN,35.0,1,0.0
F,40,0022300082,2023-10-27,1610612761,TOR,1610612741,CHI,37.75,1,2.25
G,52,0022300069,2023-10-25,1610612761,TOR,1610612750,MIN,52.0,1,0.0
G,55,0022300082,2023-10-27,1610612761,TOR,1610612741,CHI,53.650000000000006,1,1.3499999999999943
C,7,0022300085,2023-10-27,1610612762,UTA,1610612746,LAC,7.0,1,0.0
F,48,0022300085,2023-10-27,1610612762,UTA,1610612746,LAC,48.0,1,0.0
G,65,0022300085,2023-10-27,1610612762,UTA,1610612746,LAC,65.0,1,0.0
C,13,0022300078,2023-10-27,1610612763,MEM,1610612743,DEN,13.0,1,0.0
F,32,0022300078,2023-10-27,1610612763,MEM,1610612743,DEN,32.0,1,0.0
G,59,0022300078,2023-10-27,1610612763,MEM,1610612743,DEN,59.0,1,0.0
C,6,0022300064,2023-10-25,1610612764,WAS,1610612754,IND,6.0,1,0.0
F,34,0022300064,2023-10-25,1610612764,WAS,1610612754,IND,34.0,1,0.0
G,72,0022300064,2023-10-25,1610612764,WAS,1610612754,IND,72.0,1,0.0
C,17,0022300068,2023-10-25,1610612765,DET,1610612748,MIA,17.0,1,0.0
C,14,0022300077,2023-10-27,1610612765,DET,1610612766,CHA,15.35,1,-1.3499999999999996
C,14,0022300077,2023-10-27,1610612765,DET,1610612766,CHA,14.807308970099667,2,-0.8073089700996672
F,18,0022300068,2023-10-25,1610612765,DET,1610612748,MIA,18.0,1,0.0
F,21,0022300077,2023-10-27,1610612765,DET,1610612766,CHA,19.65,1,1.3500000000000014
F,21,0022300077,2023-10-27,1610612765,DET,1610612766,CHA,20.19269102990033,2,0.807308970099669
G,59,0022300068,2023-10-25,1610612765,DET,1610612748,MIA,59.0,1,0.0
G,74,0022300077,2023-10-27,1610612765,DET,1610612766,CHA,67.25,1,6.75
G,74,0022300077,2023-10-27,1610612765,DET,1610612766,CHA,69.96345514950166,2,4.036544850498345
C,2,0022300077,2023-10-27,1610612766,CHA,1610612765,DET,2.0,1,0.0
C,2,0022300077,2023-10-27,1610612766,CHA,1610612765,DET,2.0,2,0.0
F,32,0022300077,2023-10-27,1610612766,CHA,1610612765,DET,32.0,1,0.0
F,32,0022300077,2023-10-27,1610612766,CHA,1610612765,DET,32.0,2,0.0
G,65,0022300077,2023-10-27,1610612766,CHA,1610612765,DET,65.0,1,0.0
G,65,0022300077,2023-10-27,1610612766,CHA,1610612765,DET,65.0,2,0.0
