POSITION_GROUP,PTS,GAME_ID,GAME_DATE,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_ABBREVIATION,C_PTS,F_PTS,G_PTS,ROLLING_C_AVG,C_DIFF,ROLLING_F_AVG,F_DIFF,ROLLING_G_AVG,G_DIFF,GAMES_PLAYED,ROLLING_AVG_PTS,PTS_DIFF
C,18,0022300925,2024-03-10,1610612737,ATL,1610612740,NOP,18.0,17.0,68.0,18.0,0.0,17.0,0.0,68.0,0.0,1,18.0,0.0
F,17,0022300925,2024-03-10,1610612737,ATL,1610612740,NOP,18.0,17.0,68.0,18.0,0.0,17.0,0.0,68.0,0.0,1,17.0,0.0
G,68,0022300925,2024-03-10,1610612737,ATL,1610612740,NOP,18.0,17.0,68.0,18.0,0.0,17.0,0.0,68.0,0.0,1,68.0,0.0
C,18,0022300925,2024-03-10,1610612737,ATL,1610612740,NOP,18.0,17.0,68.0,18.0,0.0,17.0,0.0,68.0,0.0,2,18.0,0.0
F,17,0022300925,2024-03-10,1610612737,ATL,1610612740,NOP,18.0,17.0,68.0,18.0,0.0,17.0,0.0,68.0,0.0,2,17.0,0.0
G,68,0022300925,2024-03-10,1610612737,ATL,1610612740,NOP,18.0,17.0,68.0,18.0,0.0,17.0,0.0,68.0,0.0,2,68.0,0.0
C,13,0022300953,2024-03-13,1610612737,ATL,1610612757,POR,13.0,10.0,73.0,15.25,-2.25,13.149999999999999,-3.1499999999999986,70.75,2.25,3,15.25,-2.25
F,10,0022300953,2024-03-13,1610612737,ATL,1610612757,POR,13.0,10.0,73.0,15.25,-2.25,13.149999999999999,-3.1499999999999986,70.75,2.25,3,13.149999999999999,-3.1499999999999986
G,73,0022300953,2024-03-13,1610612737,ATL,1610612757,POR,13.0,10.0,73.0,15.25,-2.25,13.149999999999999,-3.1499999999999986,70.75,2.25,3,70.75,2.25
C,13,0022300953,2024-03-13,1610612737,ATL,1610612757,POR,13.0,10.0,73.0,15.25,-2.25,13.149999999999999,-3.1499999999999986,70.75,2.25,4,15.25,-2.25
F,10,0022300953,2024-03-13,1610612737,ATL,1610612757,POR,13.0,10.0,73.0,15.25,-2.25,13.149999999999999,-3.1499999999999986,70.75,2.25,4,13.149999999999999,-3.1499999999999986
G,73,0022300953,2024-03-13,1610612737,ATL,1610612757,POR,13.0,10.0,73.0,15.25,-2.25,13.149999999999999,-3.1499999999999986,70.75,2.25,4,70.75,2.25
C,10,0022300966,2024-03-15,1610612737,ATL,1610612762,UTA,10.0,28.0,84.0,13.13953488372093,-3.1395348837209305,19.119601328903652,8.880398671096348,76.07641196013289,7.923588039867113,5,13.13953488372093,-3.1395348837209305
F,28,0022300966,2024-03-15,1610612737,ATL,1610612762,UTA,10.0,28.0,84.0,13.13953488372093,-3.1395348837209305,19.119601328903652,8.880398671096348,76.07641196013289,7.923588039867113,5,19.119601328903652,8.880398671096348
G,84,0022300966,2024-03-15,1610612737,ATL,1610612762,UTA,10.0,28.0,84.0,13.13953488372093,-3.1395348837209305,19.119601328903652,8.880398671096348,76.07641196013289,7.923588039867113,5,76.07641196013289,7.923588039867113
C,10,0022300966,2024-03-15,1610612737,ATL,1610612762,UTA,10.0,28.0,84.0,13.13953488372093,-3.1395348837209305,19.119601328903652,8.880398671096348,76.07641196013289,7.923588039867113,6,13.13953488372093,-3.1395348837209305
F,28,0022300966,2024-03-15,1610612737,ATL,1610612762,UTA,10.0,28.0,84.0,13.13953488372093,-3.1395348837209305,19.119601328903652,8.880398671096348,76.07641196013289,7.923588039867113,6,19.119601328903652,8.880398671096348
G,84,0022300966,2024-03-15,1610612737,ATL,1610612762,UTA,10.0,28.0,84.0,13.13953488372093,-3.1395348837209305,19.119601328903652,8.880398671096348,76.07641196013289,7.923588039867113,6,76.07641196013289,7.923588039867113
C,15,0022300982,2024-03-17,1610612737,ATL,1610612746,LAC,15.0,23.0,72.0,13.752475247524753,1.2475247524752469,20.398019801980194,2.601980198019806,74.73341584158416,-2.7334158415841614,7,13.752475247524753,1.2475247524752469
F,23,0022300982,2024-03-17,1610612737,ATL,1610612746,LAC,15.0,23.0,72.0,13.752475247524753,1.2475247524752469,20.398019801980194,2.601980198019806,74.73341584158416,-2.7334158415841614,7,20.398019801980194,2.601980198019806
G,72,0022300982,2024-03-17,1610612737,ATL,1610612746,LAC,15.0,23.0,72.0,13.752475247524753,1.2475247524752469,20.398019801980194,2.601980198019806,74.73341584158416,-2.7334158415841614,7,74.73341584158416,-2.7334158415841614
C,15,0022300982,2024-03-17,1610612737,ATL,1610612746,LAC,15.0,23.0,72.0,13.752475247524753,1.2475247524752469,20.398019801980194,2.601980198019806,74.73341584158416,-2.7334158415841614,8,13.752475247524753,1.2475247524752469
F,23,0022300982,2024-03-17,1610612737,ATL,1610612746,LAC,15.0,23.0,72.0,13.752475247524753,1.2475247524752469,20.398019801980194,2.601980198019806,74.73341584158416,-2.7334158415841614,8,20.398019801980194,2.601980198019806
G,72,0022300982,2024-03-17,1610612737,ATL,1610612746,LAC,15.0,23.0,72.0,13.752475247524753,1.2475247524752469,20.398019801980194,2.601980198019806,74.73341584158416,-2.7334158415841614,8,74.73341584158416,-2.7334158415841614
C,10,0022300990,2024-03-18,1610612737,ATL,1610612747,LAL,10.0,36.0,51.0,12.675241661928197,-2.6752416619281973,24.876923981882705,11.123076018117295,67.92019764318347,-16.92019764318347,9,12.675241661928197,-2.6752416619281973
F,36,0022300990,2024-03-18,1610612737,ATL,1610612747,LAL,10.0,36.0,51.0,12.675241661928197,-2.6752416619281973,24.876923981882705,11.123076018117295,67.92019764318347,-16.92019764318347,9,24.876923981882705,11.123076018117295
G,51,0022300990,2024-03-18,1610612737,ATL,1610612747,LAL,10.0,36.0,51.0,12.675241661928197,-2.6752416619281973,24.876923981882705,11.123076018117295,67.92019764318347,-16.92019764318347,9,67.92019764318347,-16.92019764318347
C,10,0022300990,2024-03-18,1610612737,ATL,1610612747,LAL,10.0,36.0,51.0,12.675241661928197,-2.6752416619281973,24.876923981882705,11.123076018117295,67.92019764318347,-16.92019764318347,10,12.675241661928197,-2.6752416619281973
F,36,0022300990,2024-03-18,1610612737,ATL,1610612747,LAL,10.0,36.0,51.0,12.675241661928197,-2.6752416619281973,24.876923981882705,11.123076018117295,67.92019764318347,-16.92019764318347,10,24.876923981882705,11.123076018117295
G,51,0022300990,2024-03-18,1610612737,ATL,1610612747,LAL,10.0,36.0,51.0,12.675241661928197,-2.6752416619281973,24.876923981882705,11.123076018117295,67.92019764318347,-16.92019764318347,10,67.92019764318347,-16.92019764318347
C,13,0022301010,2024-03-21,1610612737,ATL,1610612756,PHX,13.0,31.0,65.0,12.759592620069025,0.24040737993097494,26.46729832596845,4.53270167403155,67.16172144631166,-2.1617214463116596,11,12.759592620069025,0.24040737993097494
F,31,0022301010,2024-03-21,1610612737,ATL,1610612756,PHX,13.0,31.0,65.0,12.759592620069025,0.24040737993097494,26.46729832596845,4.53270167403155,67.16172144631166,-2.1617214463116596,11,26.46729832596845,4.53270167403155
G,65,0022301010,2024-03-21,1610612737,ATL,1610612756,PHX,13.0,31.0,65.0,12.759592620069025,0.24040737993097494,26.46729832596845,4.53270167403155,67.16172144631166,-2.1617214463116596,11,67.16172144631166,-2.1617214463116596
C,13,0022301010,2024-03-21,1610612737,ATL,1610612756,PHX,13.0,31.0,65.0,12.759592620069025,0.24040737993097494,26.46729832596845,4.53270167403155,67.16172144631166,-2.1617214463116596,12,12.759592620069025,0.24040737993097494
F,31,0022301010,2024-03-21,1610612737,ATL,1610612756,PHX,13.0,31.0,65.0,12.759592620069025,0.24040737993097494,26.46729832596845,4.53270167403155,67.16172144631166,-2.1617214463116596,12,26.46729832596845,4.53270167403155
