POSITION_GROUP,PTS,GAME_ID,GAME_DATE,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_ABBREVIATION,C_PTS,F_PTS,G_PTS,ROLLING_C_AVG,C_DIFF,ROLLING_F_AVG,F_DIFF,ROLLING_G_AVG,G_DIFF,GAMES_PLAYED,ROLLING_AVG_PTS,PTS_DIFF
F,24,0022300439,2023-12-30,1610612762,UTA,1610612748,MIA,10.0,24.0,83.0,10.450000000000001,-0.45000000000000107,27.6,-3.6000000000000014,72.65,10.349999999999994,4,27.6,-3.6000000000000014
G,83,0022300439,2023-12-30,1610612762,UTA,1610612748,MIA,10.0,24.0,83.0,10.450000000000001,-0.45000000000000107,27.6,-3.6000000000000014,72.65,10.349999999999994,4,72.65,10.349999999999994
C,15,0022300457,2024-01-01,1610612762,UTA,1610612742,DAL,15.0,41.0,69.0,12.279069767441861,2.720930232558139,32.98671096345515,8.013289036544847,71.1827242524917,-2.1827242524916954,5,12.279069767441861,2.720930232558139
F,41,0022300457,2024-01-01,1610612762,UTA,1610612742,DAL,15.0,41.0,69.0,12.279069767441861,2.720930232558139,32.98671096345515,8.013289036544847,71.1827242524917,-2.1827242524916954,5,32.98671096345515,8.013289036544847
G,69,0022300457,2024-01-01,1610612762,UTA,1610612742,DAL,15.0,41.0,69.0,12.279069767441861,2.720930232558139,32.98671096345515,8.013289036544847,71.1827242524917,-2.1827242524916954,5,71.1827242524917,-2.1827242524916954
C,15,0022300457,2024-01-01,1610612762,UTA,1610612742,DAL,15.0,41.0,69.0,12.279069767441861,2.720930232558139,32.98671096345515,8.013289036544847,71.1827242524917,-2.1827242524916954,6,12.279069767441861,2.720930232558139
F,41,0022300457,2024-01-01,1610612762,UTA,1610612742,DAL,15.0,41.0,69.0,12.279069767441861,2.720930232558139,32.98671096345515,8.013289036544847,71.1827242524917,-2.1827242524916954,6,32.98671096345515,8.013289036544847
G,69,0022300457,2024-01-01,1610612762,UTA,1610612742,DAL,15.0,41.0,69.0,12.279069767441861,2.720930232558139,32.98671096345515,8.013289036544847,71.1827242524917,-2.1827242524916954,6,71.1827242524917,-2.1827242524916954
C,17,0022300474,2024-01-03,1610612762,UTA,1610612765,DET,17.0,47.0,90.0,13.83440594059406,3.16559405940594,37.603465346534655,9.396534653465345,77.38217821782179,12.617821782178211,7,13.83440594059406,3.16559405940594
F,47,0022300474,2024-01-03,1610612762,UTA,1610612765,DET,17.0,47.0,90.0,13.83440594059406,3.16559405940594,37.603465346534655,9.396534653465345,77.38217821782179,12.617821782178211,7,37.603465346534655,9.396534653465345
G,90,0022300474,2024-01-03,1610612762,UTA,1610612765,DET,17.0,47.0,90.0,13.83440594059406,3.16559405940594,37.603465346534655,9.396534653465345,77.38217821782179,12.617821782178211,7,77.38217821782179,12.617821782178211
C,17,0022300474,2024-01-03,1610612762,UTA,1610612765,DET,17.0,47.0,90.0,13.83440594059406,3.16559405940594,37.603465346534655,9.396534653465345,77.38217821782179,12.617821782178211,8,13.83440594059406,3.16559405940594
F,47,0022300474,2024-01-03,1610612762,UTA,1610612765,DET,17.0,47.0,90.0,13.83440594059406,3.16559405940594,37.603465346534655,9.396534653465345,77.38217821782179,12.617821782178211,8,37.603465346534655,9.396534653465345
