POSITION_GROUP,PTS,GAME_ID,GAME_DATE,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_ABBREVIATION,C_PTS,F_PTS,G_PTS,ROLLING_C_AVG,C_DIFF,ROLLING_F_AVG,F_DIFF,ROLLING_G_AVG,G_DIFF,GAMES_PLAYED,ROLLING_AVG_PTS,PTS_DIFF
C,11,0022301104,2024-04-03,1610612737,ATL,1610612765,DET,11.0,54.0,56.0,11.0,0.0,54.0,0.0,56.0,0.0,1,11.0,0.0
F,54,0022301104,2024-04-03,1610612737,ATL,1610612765,DET,11.0,54.0,56.0,11.0,0.0,54.0,0.0,56.0,0.0,1,54.0,0.0
G,56,0022301104,2024-04-03,1610612737,ATL,1610612765,DET,11.0,54.0,56.0,11.0,0.0,54.0,0.0,56.0,0.0,1,56.0,0.0
C,11,0022301104,2024-04-03,1610612737,ATL,1610612765,DET,11.0,54.0,56.0,11.0,0.0,54.0,0.0,56.0,0.0,2,11.0,0.0
F,54,0022301104,2024-04-03,1610612737,ATL,1610612765,DET,11.0,54.0,56.0,11.0,0.0,54.0,0.0,56.0,0.0,2,54.0,0.0
G,56,0022301104,2024-04-03,1610612737,ATL,1610612765,DET,11.0,54.0,56.0,11.0,0.0,54.0,0.0,56.0,0.0,2,56.0,0.0
C,6,0022301124,2024-04-04,1610612737,ATL,1610612742,DAL,6.0,19.0,70.0,8.25,-2.25,34.75,-15.75,63.699999999999996,6.300000000000004,3,8.25,-2.25
F,19,0022301124,2024-04-04,1610612737,ATL,1610612742,DAL,6.0,19.0,70.0,8.25,-2.25,34.75,-15.75,63.699999999999996,6.300000000000004,3,34.75,-15.75
G,70,0022301124,2024-04-04,1610612737,ATL,1610612742,DAL,6.0,19.0,70.0,8.25,-2.25,34.75,-15.75,63.699999999999996,6.300000000000004,3,63.699999999999996,6.300000000000004
C,6,0022301124,2024-04-04,1610612737,ATL,1610612742,DAL,6.0,19.0,70.0,8.25,-2.25,34.75,-15.75,63.699999999999996,6.300000000000004,4,8.25,-2.25
F,19,0022301124,2024-04-04,1610612737,ATL,1610612742,DAL,6.0,19.0,70.0,8.25,-2.25,34.75,-15.75,63.699999999999996,6.300000000000004,4,34.75,-15.75
G,70,0022301124,2024-04-04,1610612737,ATL,1610612742,DAL,6.0,19.0,70.0,8.25,-2.25,34.75,-15.75,63.699999999999996,6.300000000000004,4,63.699999999999996,6.300000000000004
C,19,0022301130,2024-04-06,1610612737,ATL,1610612743,DEN,19.0,35.0,56.0,12.571428571428571,6.428571428571429,34.85049833887043,0.14950166112956964,60.604651162790695,-4.604651162790695,5,12.571428571428571,6.428571428571429
F,35,0022301130,2024-04-06,1610612737,ATL,1610612743,DEN,19.0,35.0,56.0,12.571428571428571,6.428571428571429,34.85049833887043,0.14950166112956964,60.604651162790695,-4.604651162790695,5,34.85049833887043,0.14950166112956964
G,56,0022301130,2024-04-06,1610612737,ATL,1610612743,DEN,19.0,35.0,56.0,12.571428571428571,6.428571428571429,34.85049833887043,0.14950166112956964,60.604651162790695,-4.604651162790695,5,60.604651162790695,-4.604651162790695
C,19,0022301130,2024-04-06,1610612737,ATL,1610612743,DEN,19.0,35.0,56.0,12.571428571428571,6.428571428571429,34.85049833887043,0.14950166112956964,60.604651162790695,-4.604651162790695,6,12.571428571428571,6.428571428571429
F,35,0022301130,2024-04-06,1610612737,ATL,1610612743,DEN,19.0,35.0,56.0,12.571428571428571,6.428571428571429,34.85049833887043,0.14950166112956964,60.604651162790695,-4.604651162790695,6,34.85049833887043,0.14950166112956964
G,56,0022301130,2024-04-06,1610612737,ATL,1610612743,DEN,19.0,35.0,56.0,12.571428571428571,6.428571428571429,34.85049833887043,0.14950166112956964,60.604651162790695,-4.604651162790695,6,60.604651162790695,-4.604651162790695
C,6,0022301147,2024-04-09,1610612737,ATL,1610612748,MIA,6.0,36.0,63.0,10.406435643564356,-4.406435643564356,35.22920792079208,0.7707920792079221,61.393811881188114,1.606188118811886,7,10.406435643564356,-4.406435643564356
F,36,0022301147,2024-04-09,1610612737,ATL,1610612748,MIA,6.0,36.0,63.0,10.406435643564356,-4.406435643564356,35.22920792079208,0.7707920792079221,61.393811881188114,1.606188118811886,7,35.22920792079208,0.7707920792079221
G,63,0022301147,2024-04-09,1610612737,ATL,1610612748,MIA,6.0,36.0,63.0,10.406435643564356,-4.406435643564356,35.22920792079208,0.7707920792079221,61.393811881188114,1.606188118811886,7,61.393811881188114,1.606188118811886
C,6,0022301147,2024-04-09,1610612737,ATL,1610612748,MIA,6.0,36.0,63.0,10.406435643564356,-4.406435643564356,35.22920792079208,0.7707920792079221,61.393811881188114,1.606188118811886,8,10.406435643564356,-4.406435643564356
F,36,0022301147,2024-04-09,1610612737,ATL,1610612748,MIA,6.0,36.0,63.0,10.406435643564356,-4.406435643564356,35.22920792079208,0.7707920792079221,61.393811881188114,1.606188118811886,8,35.22920792079208,0.7707920792079221
G,63,0022301147,2024-04-09,1610612737,ATL,1610612748,MIA,6.0,36.0,63.0,10.406435643564356,-4.406435643564356,35.22920792079208,0.7707920792079221,61.393811881188114,1.606188118811886,8,61.393811881188114,1.606188118811886
C,15,0022301159,2024-04-10,1610612737,ATL,1610612766,CHA,15.0,29.0,70.0,11.725123036803199,3.2748769631968013,33.44097174565205,-4.44097174565205,63.8644144232466,6.1355855767533996,9,11.725123036803199,3.2748769631968013
F,29,0022301159,2024-04-10,1610612737,ATL,1610612766,CHA,15.0,29.0,70.0,11.725123036803199,3.2748769631968013,33.44097174565205,-4.44097174565205,63.8644144232466,6.1355855767533996,9,33.44097174565205,-4.44097174565205
G,70,0022301159,2024-04-10,1610612737,ATL,1610612766,CHA,15.0,29.0,70.0,11.725123036803199,3.2748769631968013,33.44097174565205,-4.44097174565205,63.8644144232466,6.1355855767533996,9,63.8644144232466,6.1355855767533996
C,15,0022301159,2024-04-10,1610612737,ATL,1610612766,CHA,15.0,29.0,70.0,11.725123036803199,3.2748769631968013,33.44097174565205,-4.44097174565205,63.8644144232466,6.1355855767533996,10,11.725123036803199,3.2748769631968013
F,29,0022301159,2024-04-10,1610612737,ATL,1610612766,CHA,15.0,29.0,70.0,11.725123036803199,3.2748769631968013,33.44097174565205,-4.44097174565205,63.8644144232466,6.1355855767533996,10,33.44097174565205,-4.44097174565205
G,70,0022301159,2024-04-10,1610612737,ATL,1610612766,CHA,15.0,29.0,70.0,11.725123036803199,3.2748769631968013,33.44097174565205,-4.44097174565205,63.8644144232466,6.1355855767533996,10,63.8644144232466,6.1355855767533996
C,13,0022301178,2024-04-12,1610612737,ATL,1610612750,MIN,13.0,32.0,50.0,12.056252620714123,0.9437473792858775,33.066701609521665,-1.0667016095216653,60.26334709544238,-10.263347095442377,11,12.056252620714123,0.9437473792858775
