POSITION_GROUP,PTS,GAME_ID,GAME_DATE,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_ABBREVIATION,ROLLING_AVG_PTS,GAMES_PLAYED,PTS_DIFF
F,27,0022300061,2023-10-24,1610612743,DEN,1610612747,LAL,27.0,1,0.0
F,27,0022300061,2023-10-24,1610612743,DEN,1610612747,LAL,27.0,2,0.0
G,54,0022300061,2023-10-24,1610612743,DEN,1610612747,LAL,54.0,1,0.0
G,54,0022300061,2023-10-24,1610612743,DEN,1610612747,LAL,54.0,2,0.0
C,7,0022300062,2023-10-24,1610612744,GSW,1610612756,PHX,7.0,1,0.0
C,7,0022300062,2023-10-24,1610612744,GSW,1610612756,PHX,7.0,2,0.0
F,25,0022300062,2023-10-24,1610612744,GSW,1610612756,PHX,25.0,1,0.0
F,25,0022300062,2023-10-24,1610612744,GSW,1610612756,PHX,25.0,2,0.0
G,72,0022300062,2023-10-24,1610612744,GSW,1610612756,PHX,72.0,1,0.0
G,72,0022300062,2023-10-24,1610612744,GSW,1610612756,PHX,72.0,2,0.0
C,14,0022300066,2023-10-25,1610612745,HOU,1610612753,ORL,14.0,1,0.0
C,14,0022300066,2023-10-25,1610612745,HOU,1610612753,ORL,14.0,2,0.0
F,21,0022300066,2023-10-25,1610612745,HOU,1610612753,ORL,21.0,1,0.0
F,21,0022300066,2023-10-25,1610612745,HOU,1610612753,ORL,21.0,2,0.0
G,41,0022300066,2023-10-25,1610612745,HOU,1610612753,ORL,41.0,1,0.0
G,41,0022300066,2023-10-25,1610612745,HOU,1610612753,ORL,41.0,2,0.0
C,20,0022300074,2023-10-25,1610612746,LAC,1610612757,POR,20.0,1,0.0
F,28,0022300074,2023-10-25,1610612746,LAC,1610612757,POR,28.0,1,0.0
G,69,0022300074,2023-10-25,1610612746,LAC,1610612757,POR,69.0,1,0.0
C,17,0022300061,2023-10-24,1610612747,LAL,1610612743,DEN,17.0,1,0.0
C,17,0022300061,2023-10-24,1610612747,LAL,1610612743,DEN,17.0,2,0.0
F,39,0022300061,2023-10-24,1610612747,LAL,1610612743,DEN,39.0,1,0.0
F,39,0022300061,2023-10-24,1610612747,LAL,1610612743,DEN,39.0,2,0.0
G,51,0022300061,2023-10-24,1610612747,LAL,1610612743,DEN,51.0,1,0.0
G,51,0022300061,2023-10-24,1610612747,LAL,1610612743,DEN,51.0,2,0.0
C,22,0022300068,2023-10-25,1610612748,MIA,1610612765,DET,22.0,1,0.0
F,32,0022300068,2023-10-25,1610612748,MIA,1610612765,DET,32.0,1,0.0
G,47,0022300068,2023-10-25,1610612748,MIA,1610612765,DET,47.0,1,0.0
C,15,0022300069,2023-10-25,1610612750,MIN,1610612761,TOR,15.0,1,0.0
F,21,0022300069,2023-10-25,1610612750,MIN,1610612761,TOR,21.0,1,0.0
G,58,0022300069,2023-10-25,1610612750,MIN,1610612761,TOR,58.0,1,0.0
C,7,0022300067,2023-10-25,1610612751,BKN,1610612739,CLE,7.0,1,0.0
F,32,0022300067,2023-10-25,1610612751,BKN,1610612739,CLE,32.0,1,0.0
G,70,0022300067,2023-10-25,1610612751,BKN,1610612739,CLE,70.0,1,0.0
C,2,0022300065,2023-10-25,1610612752,NYK,1610612738,BOS,2.0,1,0.0
F,38,0022300065,2023-10-25,1610612752,NYK,1610612738,BOS,38.0,1,0.0
G,64,0022300065,2023-10-25,1610612752,NYK,1610612738,BOS,64.0,1,0.0
C,8,0022300066,2023-10-25,1610612753,ORL,1610612745,HOU,8.0,1,0.0
C,8,0022300066,2023-10-25,1610612753,ORL,1610612745,HOU,8.0,2,0.0
F,31,0022300066,2023-10-25,1610612753,ORL,1610612745,HOU,31.0,1,0.0
F,31,0022300066,2023-10-25,1610612753,ORL,1610612745,HOU,31.0,2,0.0
G,62,0022300066,2023-10-25,1610612753,ORL,1610612745,HOU,62.0,1,0.0
G,62,0022300066,2023-10-25,1610612753,ORL,1610612745,HOU,62.0,2,0.0
C,11,0022300064,2023-10-25,1610612754,IND,1610612764,WAS,11.0,1,0.0
F,29,0022300064,2023-10-25,1610612754,IND,1610612764,WAS,29.0,1,0.0
G,90,0022300064,2023-10-25,1610612754,IND,1610612764,WAS,90.0,1,0.0
C,14,0022300062,2023-10-24,1610612756,PHX,1610612744,GSW,14.0,1,0.0
C,14,0022300062,2023-10-24,1610612756,PHX,1610612744,GSW,14.0,2,0.0
F,35,0022300062,2023-10-24,1610612756,PHX,1610612744,GSW,35.0,1,0.0
F,35,0022300062,2023-10-24,1610612756,PHX,1610612744,GSW,35.0,2,0.0
G,56,0022300062,2023-10-24,1610612756,PHX,1610612744,GSW,56.0,1,0.0
G,56,0022300062,2023-10-24,1610612756,PHX,1610612744,GSW,56.0,2,0.0
C,4,0022300074,2023-10-25,1610612757,POR,1610612746,LAC,4.0,1,0.0
F,21,0022300074,2023-10-25,1610612757,POR,1610612746,LAC,21.0,1,0.0
G,80,0022300074,2023-10-25,1610612757,POR,1610612746,LAC,80.0,1,0.0
C,22,0022300072,2023-10-25,1610612758,SAC,1610612762,UTA,22.0,1,0.0
C,22,0022300072,2023-10-25,1610612758,SAC,1610612762,UTA,22.0,2,0.0
F,48,0022300072,2023-10-25,1610612758,SAC,1610612762,UTA,48.0,1,0.0
F,48,0022300072,2023-10-25,1610612758,SAC,1610612762,UTA,48.0,2,0.0
G,60,0022300072,2023-10-25,1610612758,SAC,1610612762,UTA,60.0,1,0.0
G,60,0022300072,2023-10-25,1610612758,SAC,1610612762,UTA,60.0,2,0.0
C,14,0022300073,2023-10-25,1610612759,SAS,1610612742,DAL,14.0,1,0.0
F,32,0022300073,2023-10-25,1610612759,SAS,1610612742,DAL,32.0,1,0.0
G,73,0022300073,2023-10-25,1610612759,SAS,1610612742,DAL,73.0,1,0.0
C,11,0022300070,2023-10-25,1610612760,OKC,1610612741,CHI,11.0,1,0.0
F,24,0022300070,2023-10-25,1610612760,OKC,1610612741,CHI,24.0,1,0.0
G,83,0022300070,2023-10-25,1610612760,OKC,1610612741,CHI,83.0,1,0.0
C,7,0022300069,2023-10-25,1610612761,TOR,1610612750,MIN,7.0,1,0.0
F,35,0022300069,2023-10-25,1610612761,TOR,1610612750,MIN,35.0,1,0.0
G,52,0022300069,2023-10-25,1610612761,TOR,1610612750,MIN,52.0,1,0.0
C,8,0022300072,2023-10-25,1610612762,UTA,1610612758,SAC,8.0,1,0.0
C,8,0022300072,2023-10-25,1610612762,UTA,1610612758,SAC,8.0,2,0.0
F,34,0022300072,2023-10-25,1610612762,UTA,1610612758,SAC,34.0,1,0.0
F,34,0022300072,2023-10-25,1610612762,UTA,1610612758,SAC,34.0,2,0.0
G,67,0022300072,2023-10-25,1610612762,UTA,1610612758,SAC,67.0,1,0.0
G,67,0022300072,2023-10-25,1610612762,UTA,1610612758,SAC,67.0,2,0.0
C,17,0022300071,2023-10-25,1610612763,MEM,1610612740,NOP,17.0,1,0.0
C,17,0022300071,2023-10-25,1610612763,MEM,1610612740,NOP,17.0,2,0.0
F,17,0022300071,2023-10-25,1610612763,MEM,1610612740,NOP,17.0,1,0.0
F,17,0022300071,2023-10-25,1610612763,MEM,1610612740,NOP,17.0,2,0.0
G,70,0022300071,2023-10-25,1610612763,MEM,1610612740,NOP,70.0,1,0.0
G,70,0022300071,2023-10-25,1610612763,MEM,1610612740,NOP,70.0,2,0.0
C,6,0022300064,2023-10-25,1610612764,WAS,1610612754,IND,6.0,1,0.0
F,34,0022300064,2023-10-25,1610612764,WAS,1610612754,IND,34.0,1,0.0
G,72,0022300064,2023-10-25,1610612764,WAS,1610612754,IND,72.0,1,0.0
C,17,0022300068,2023-10-25,1610612765,DET,1610612748,MIA,17.0,1,0.0
F,18,0022300068,2023-10-25,1610612765,DET,1610612748,MIA,18.0,1,0.0
G,59,0022300068,2023-10-25,1610612765,DET,1610612748,MIA,59.0,1,0.0
C,13,0022300063,2023-10-25,1610612766,CHA,1610612737,ATL,13.0,1,0.0
C,13,0022300063,2023-10-25,1610612766,CHA,1610612737,ATL,13.0,2,0.0
F,35,0022300063,2023-10-25,1610612766,CHA,1610612737,ATL,35.0,1,0.0
F,35,0022300063,2023-10-25,1610612766,CHA,1610612737,ATL,35.0,2,0.0
G,68,0022300063,2023-10-25,1610612766,CHA,1610612737,ATL,68.0,1,0.0
G,68,0022300063,2023-10-25,1610612766,CHA,1610612737,ATL,68.0,2,0.0
