POSITION_GROUP,PTS,GAME_ID,GAME_DATE,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_ABBREVIATION,C_PTS,F_PTS,G_PTS,ROLLING_C_AVG,C_DIFF,ROLLING_F_AVG,F_DIFF,ROLLING_G_AVG,G_DIFF,GAMES_PLAYED,ROLLING_AVG_PTS,PTS_DIFF
C,9,0022300587,2024-01-19,1610612737,ATL,1610612748,MIA,9.0,29.0,68.0,9.0,0.0,29.0,0.0,68.0,0.0,1,9.0,0.0
F,29,0022300587,2024-01-19,1610612737,ATL,1610612748,MIA,9.0,29.0,68.0,9.0,0.0,29.0,0.0,68.0,0.0,1,29.0,0.0
G,68,0022300587,2024-01-19,1610612737,ATL,1610612748,MIA,9.0,29.0,68.0,9.0,0.0,29.0,0.0,68.0,0.0,1,68.0,0.0
C,9,0022300587,2024-01-19,1610612737,ATL,1610612748,MIA,9.0,29.0,68.0,9.0,0.0,29.0,0.0,68.0,0.0,2,9.0,0.0
F,29,0022300587,2024-01-19,1610612737,ATL,1610612748,MIA,9.0,29.0,68.0,9.0,0.0,29.0,0.0,68.0,0.0,2,29.0,0.0
G,68,0022300587,2024-01-19,1610612737,ATL,1610612748,MIA,9.0,29.0,68.0,9.0,0.0,29.0,0.0,68.0,0.0,2,68.0,0.0
C,6,0022300595,2024-01-20,1610612737,ATL,1610612739,CLE,6.0,20.0,58.0,7.35,-1.3499999999999996,24.05,-4.050000000000001,62.49999999999999,-4.499999999999993,3,7.35,-1.3499999999999996
F,20,0022300595,2024-01-20,1610612737,ATL,1610612739,CLE,6.0,20.0,58.0,7.35,-1.3499999999999996,24.05,-4.050000000000001,62.49999999999999,-4.499999999999993,3,24.05,-4.050000000000001
G,58,0022300595,2024-01-20,1610612737,ATL,1610612739,CLE,6.0,20.0,58.0,7.35,-1.3499999999999996,24.05,-4.050000000000001,62.49999999999999,-4.499999999999993,3,62.49999999999999,-4.499999999999993
C,6,0022300595,2024-01-20,1610612737,ATL,1610612739,CLE,6.0,20.0,58.0,7.35,-1.3499999999999996,24.05,-4.050000000000001,62.49999999999999,-4.499999999999993,4,7.35,-1.3499999999999996
F,20,0022300595,2024-01-20,1610612737,ATL,1610612739,CLE,6.0,20.0,58.0,7.35,-1.3499999999999996,24.05,-4.050000000000001,62.49999999999999,-4.499999999999993,4,24.05,-4.050000000000001
G,58,0022300595,2024-01-20,1610612737,ATL,1610612739,CLE,6.0,20.0,58.0,7.35,-1.3499999999999996,24.05,-4.050000000000001,62.49999999999999,-4.499999999999993,4,62.49999999999999,-4.499999999999993
C,11,0022300613,2024-01-22,1610612737,ATL,1610612758,SAC,11.0,24.0,72.0,8.817275747508305,2.1827242524916954,24.029900332225914,-0.029900332225913928,66.31893687707641,5.6810631229235895,5,8.817275747508305,2.1827242524916954
F,24,0022300613,2024-01-22,1610612737,ATL,1610612758,SAC,11.0,24.0,72.0,8.817275747508305,2.1827242524916954,24.029900332225914,-0.029900332225913928,66.31893687707641,5.6810631229235895,5,24.029900332225914,-0.029900332225913928
G,72,0022300613,2024-01-22,1610612737,ATL,1610612758,SAC,11.0,24.0,72.0,8.817275747508305,2.1827242524916954,24.029900332225914,-0.029900332225913928,66.31893687707641,5.6810631229235895,5,66.31893687707641,5.6810631229235895
C,11,0022300613,2024-01-22,1610612737,ATL,1610612758,SAC,11.0,24.0,72.0,8.817275747508305,2.1827242524916954,24.029900332225914,-0.029900332225913928,66.31893687707641,5.6810631229235895,6,8.817275747508305,2.1827242524916954
F,24,0022300613,2024-01-22,1610612737,ATL,1610612758,SAC,11.0,24.0,72.0,8.817275747508305,2.1827242524916954,24.029900332225914,-0.029900332225913928,66.31893687707641,5.6810631229235895,6,24.029900332225914,-0.029900332225913928
G,72,0022300613,2024-01-22,1610612737,ATL,1610612758,SAC,11.0,24.0,72.0,8.817275747508305,2.1827242524916954,24.029900332225914,-0.029900332225913928,66.31893687707641,5.6810631229235895,6,66.31893687707641,5.6810631229235895
C,11,0022300626,2024-01-24,1610612737,ATL,1610612744,GSW,11.0,39.0,62.0,9.53638613861386,1.4636138613861398,28.961881188118813,10.038118811881187,64.89603960396039,-2.8960396039603893,7,9.53638613861386,1.4636138613861398
F,39,0022300626,2024-01-24,1610612737,ATL,1610612744,GSW,11.0,39.0,62.0,9.53638613861386,1.4636138613861398,28.961881188118813,10.038118811881187,64.89603960396039,-2.8960396039603893,7,28.961881188118813,10.038118811881187
G,62,0022300626,2024-01-24,1610612737,ATL,1610612744,GSW,11.0,39.0,62.0,9.53638613861386,1.4636138613861398,28.961881188118813,10.038118811881187,64.89603960396039,-2.8960396039603893,7,64.89603960396039,-2.8960396039603893
C,11,0022300626,2024-01-24,1610612737,ATL,1610612744,GSW,11.0,39.0,62.0,9.53638613861386,1.4636138613861398,28.961881188118813,10.038118811881187,64.89603960396039,-2.8960396039603893,8,9.53638613861386,1.4636138613861398
F,39,0022300626,2024-01-24,1610612737,ATL,1610612744,GSW,11.0,39.0,62.0,9.53638613861386,1.4636138613861398,28.961881188118813,10.038118811881187,64.89603960396039,-2.8960396039603893,8,28.961881188118813,10.038118811881187
G,62,0022300626,2024-01-24,1610612737,ATL,1610612744,GSW,11.0,39.0,62.0,9.53638613861386,1.4636138613861398,28.961881188118813,10.038118811881187,64.89603960396039,-2.8960396039603893,8,64.89603960396039,-2.8960396039603893
C,10,0022300634,2024-01-26,1610612737,ATL,1610612742,DAL,10.0,41.0,92.0,9.669477069077077,0.33052293092292295,32.41769769220212,8.582302307797882,72.67684947353973,19.323150526460267,9,9.669477069077077,0.33052293092292295
F,41,0022300634,2024-01-26,1610612737,ATL,1610612742,DAL,10.0,41.0,92.0,9.669477069077077,0.33052293092292295,32.41769769220212,8.582302307797882,72.67684947353973,19.323150526460267,9,32.41769769220212,8.582302307797882
G,92,0022300634,2024-01-26,1610612737,ATL,1610612742,DAL,10.0,41.0,92.0,9.669477069077077,0.33052293092292295,32.41769769220212,8.582302307797882,72.67684947353973,19.323150526460267,9,72.67684947353973,19.323150526460267
C,10,0022300634,2024-01-26,1610612737,ATL,1610612742,DAL,10.0,41.0,92.0,9.669477069077077,0.33052293092292295,32.41769769220212,8.582302307797882,72.67684947353973,19.323150526460267,10,9.669477069077077,0.33052293092292295
F,41,0022300634,2024-01-26,1610612737,ATL,1610612742,DAL,10.0,41.0,92.0,9.669477069077077,0.33052293092292295,32.41769769220212,8.582302307797882,72.67684947353973,19.323150526460267,10,32.41769769220212,8.582302307797882
