POSITION_GROUP,PTS,GAME_ID,GAME_DATE,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_ABBREVIATION,C_PTS,F_PTS,G_PTS,ROLLING_C_AVG,C_DIFF,ROLLING_F_AVG,F_DIFF,ROLLING_G_AVG,G_DIFF,GAMES_PLAYED,ROLLING_AVG_PTS,PTS_DIFF
C,15,0022300063,2023-10-25,1610612737,ATL,1610612766,CHA,15.0,24.0,69.0,11.850000000000001,3.1499999999999986,27.6,-3.6000000000000014,73.05,-4.049999999999997,1,11.850000000000001,3.1499999999999986
F,24,0022300063,2023-10-25,1610612737,ATL,1610612766,CHA,15.0,24.0,69.0,11.850000000000001,3.1499999999999986,27.6,-3.6000000000000014,73.05,-4.049999999999997,1,27.6,-3.6000000000000014
G,69,0022300063,2023-10-25,1610612737,ATL,1610612766,CHA,15.0,24.0,69.0,11.850000000000001,3.1499999999999986,27.6,-3.6000000000000014,73.05,-4.049999999999997,1,73.05,-4.049999999999997
C,15,0022300063,2023-10-25,1610612737,ATL,1610612766,CHA,15.0,24.0,69.0,11.850000000000001,3.1499999999999986,27.6,-3.6000000000000014,73.05,-4.049999999999997,2,11.850000000000001,3.1499999999999986
F,24,0022300063,2023-10-25,1610612737,ATL,1610612766,CHA,15.0,24.0,69.0,11.850000000000001,3.1499999999999986,27.6,-3.6000000000000014,73.05,-4.049999999999997,2,27.6,-3.6000000000000014
G,69,0022300063,2023-10-25,1610612737,ATL,1610612766,CHA,15.0,24.0,69.0,11.850000000000001,3.1499999999999986,27.6,-3.6000000000000014,73.05,-4.049999999999997,2,73.05,-4.049999999999997
C,13,0022300079,2023-10-27,1610612737,ATL,1610612752,NYK,13.0,32.0,69.0,12.312292358803989,0.6877076411960115,29.3687707641196,2.631229235880401,71.421926910299,-2.421926910299007,3,12.312292358803989,0.6877076411960115
F,32,0022300079,2023-10-27,1610612737,ATL,1610612752,NYK,13.0,32.0,69.0,12.312292358803989,0.6877076411960115,29.3687707641196,2.631229235880401,71.421926910299,-2.421926910299007,3,29.3687707641196,2.631229235880401
G,69,0022300079,2023-10-27,1610612737,ATL,1610612752,NYK,13.0,32.0,69.0,12.312292358803989,0.6877076411960115,29.3687707641196,2.631229235880401,71.421926910299,-2.421926910299007,3,71.421926910299,-2.421926910299007
C,13,0022300079,2023-10-27,1610612737,ATL,1610612752,NYK,13.0,32.0,69.0,12.312292358803989,0.6877076411960115,29.3687707641196,2.631229235880401,71.421926910299,-2.421926910299007,4,12.312292358803989,0.6877076411960115
